ID,clase,prob,modelo
53141,33.0,0.6897408368344609,SVM_ciuo2d.csv
61498,32.0,0.9042387835900544,SVM_ciuo2d.csv
26567,93.0,0.7408772209527655,MLP_ciuo2d.csv
60463,71.0,0.8548063635826111,BERTciuo2d.csv
37364,71.0,0.9663237253274936,MLP_ciuo2d.csv
42914,52.0,0.9228534698486328,BERTciuo2d.csv
7097,34.0,0.8462811820050696,MLP_ciuo2d.csv
35243,36.0,0.969458712767416,MLP_ciuo2d.csv
12949,24.0,0.6219763631534152,MLP_ciuo2d.csv
29012,61.0,0.9911962120327736,MLP_ciuo2d.csv
68825,71.0,0.9693220065897958,MLP_ciuo2d.csv
35082,75.0,0.8469823598861694,BERTciuo2d.csv
27242,31.0,0.8039019783608303,SVM_ciuo2d.csv
35420,22.0,0.780112087726593,BERTciuo2d.csv
63856,75.0,0.9560336891703568,MLP_ciuo2d.csv
35544,31.0,0.6403186917304993,BERTciuo2d.csv
34079,51.0,0.7651552759491674,SVM_ciuo2d.csv
52844,93.0,0.5203842520713806,BERTciuo2d.csv
61773,93.0,0.9929512039945512,MLP_ciuo2d.csv
68001,41.0,0.6131754602282528,MLP_ciuo2d.csv
18444,22.0,0.8685456766052473,MLP_ciuo2d.csv
1707,75.0,0.992107296122454,MLP_ciuo2d.csv
17802,33.0,0.9488988920444594,SVM_ciuo2d.csv
6251,71.0,0.97980227262288,SVM_ciuo2d.csv
38828,32.0,0.9042387835900544,SVM_ciuo2d.csv
62031,33.0,0.4342678354613843,SVM_ciuo2d.csv
25269,51.0,0.7424507737159729,BERTciuo2d.csv
18790,93.0,0.9284481374846404,SVM_ciuo2d.csv
45974,91.0,0.9932143736299568,MLP_ciuo2d.csv
58049,33.0,0.7701287191828949,SVM_ciuo2d.csv
7478,26.0,0.8245172500610352,BERTciuo2d.csv
65932,92.0,0.991735662137036,MLP_ciuo2d.csv
55482,32.0,0.8297023177146912,BERTciuo2d.csv
61056,52.0,0.8778371214866638,BERTciuo2d.csv
